#1.WindSpeed,#1.WindSpeedMax,#1.WindDirection,#1.AirTemperature,#1.AirPressure,#1.AirHumidity,#5.WindSpeed,#5.WindSpeedMax,#5.WindDirection,#5.AirTemperature,#5.AirPressure,#5.AirHumidity,#10.WindSpeed,#10.WindSpeedMax,#10.WindDirection,#10.AirTemperature,#10.AirPressure,#10.AirHumidity,#14.WindSpeed,#14.WindSpeedMax,#14.WindDirection,#14.AirTemperature,#14.AirPressure,#14.AirHumidity,#18.WindSpeed,#18.WindSpeedMax,#18.WindDirection,#18.AirTemperature,#18.AirPressure,#18.AirHumidity
3.221429,4.628571,293.6429,-0.55,1028.186,85.96428,1.492857,2.9,264.7857,-1.157143,1026.657,78.13572,0.8928571,1.014286,299.6429,-2.6,1027.4,78.70715,2.164286,2.635714,244.1429,-1.171429,1027.4,82.45,2.773334,2.866667,292.6,-0.8999999,1027.353,73.98
1.742857,2.657143,291.7857,-0.4214287,1028.193,86.09999,1.1,1.706667,283.3333,-1.173333,1026.6,77.86667,1.373333,1.52,285,-3.046666,1027.4,79.67333,2.007143,2.435714,235.7857,-1.228571,1027.328,82.44286,3.009091,3.290909,289.5454,-0.9,1027.3,74
2.953333,3.753334,295.1333,-0.3333333,1028.193,86.31334,1.414286,1.721429,281.5,-1.292857,1026.6,78.07142,1.321429,1.571429,281.6429,-3.242857,1027.372,80.27144,1.933333,2.206666,244.8,-1.46,1027.354,82.69333,2.345454,2.718182,295.5454,-0.9,1027.3,74.0909
3.778571,4.721428,290.2143,-0.5142857,1028.2,86.37858,2.028571,2.907143,303.7143,-1.278571,1026.636,78,1.185714,1.357143,266.6429,-3.507143,1027.371,80.7,2.685714,3.05,253.2857,-1.335714,1027.4,83.37144,2,2.22,305.4667,-0.9866667,1027.3,74.08665
3.228571,4.585715,289.3571,-0.6999999,1028.143,86.24287,2.28,3.34,297.7333,-1.2,1026.633,78.12667,1.014286,1.264286,229.7143,-3.735714,1027.314,81.19286,2.778571,3.314286,252.2857,-1.235714,1027.386,83.38573,2.433333,2.56,298.2,-1,1027.3,74.30666
4.553334,5.213333,288.4667,-0.7066666,1028.12,86.28667,1.414286,2.157143,270.6429,-1.2,1026.6,78.58571,1.12,1.26,223.6,-3.873334,1027.327,81.56001,2.485714,2.828571,241.0714,-1.214286,1027.314,83.19286,2.763637,3.027273,293.2727,-1,1027.3,74.53635
3.678572,5.242857,288.5714,-0.8000001,1028.1,86.39286,1.392857,2.607143,297.5714,-1.214286,1026.571,78.7,0.8571429,0.9499999,231.5,-3.821428,1027.3,81.85,2.5,2.973333,240.3333,-1.226667,1027.3,83.27334,2.593333,2.773333,292.5333,-1,1027.28,74.59999
2.778571,3.885714,284.2143,-0.7357141,1028.107,86.44286,1.078571,1.95,272.2857,-1.3,1026.507,78.52858,1.05,1.185714,240.6429,-3.764286,1027.3,82.45714,2.228571,2.714285,239.0714,-1.278571,1027.236,83.26428,2.42,2.64,282.3333,-1,1027.253,74.63333
2.442857,3.978572,284.8571,-0.6714286,1028.1,86.40715,1.2,1.94,233.9333,-1.313333,1026.527,78.49999,1.246667,1.386667,269.9333,-3.933333,1027.313,81.96667,2.092857,2.457143,235,-1.407143,1027.278,83.01429,2.453333,2.653333,283.6,-1,1027.2,74.76665
1.466667,2.626667,282.8,-0.5933333,1028.167,86.37332,0.9428571,2.078571,243.0714,-1.4,1026.6,78.67143,1.185714,1.285714,255.5,-4.25,1027.3,82.42857,2.36,2.6,237.1333,-1.72,1027.3,82.93333,3.346667,3.42,295.8,-1,1027.247,74.55999
1.721429,2.657143,290.5,-0.4571429,1028.2,86.72144,1.885714,2.585715,300.8571,-1.4,1026.6,78.29285,1.307143,1.464286,240.6429,-4.3,1027.336,82.52142,2.235714,2.6,245.5,-1.707143,1027.321,83.14285,2.727273,3.236363,304.4546,-1.081818,1027.3,74.59999
3.164286,4.078572,289.2143,-0.5142857,1028.257,86.24285,1.942857,2.807143,310.5,-1.4,1026.664,78.26429,1.207143,1.335714,250.3571,-4.3,1027.4,82.41429,2.35,2.75,246.3571,-1.607143,1027.4,83.27857,2.1,2.293334,310.4667,-1.146667,1027.327,74.74
3.5,4.120001,290.6,-0.7466667,1028.3,86.34,1.966667,2.893333,294.8667,-1.453333,1026.7,78.53333,1.48,1.526667,247.2,-4.306666,1027.4,82.84667,2.407143,2.8,241.3571,-1.55,1027.4,83.27857,2.08,2.2,307,-1.2,1027.4,74.96667
2.757143,3.400001,292.7857,-0.8857142,1028.336,86.69286,1.871429,2.714286,271.7857,-1.5,1026.7,78.65715,1.714286,1.807143,228.5714,-4.214285,1027.379,83.15001,2.18,2.406667,244.4,-1.433333,1027.407,83.55999,2.172727,2.463636,299.4546,-1.2,1027.4,75
1.885714,2.8,292.5714,-0.8714285,1028.386,86.46429,1.307143,2.15,294.5714,-1.471429,1026.7,78.8643,1.921428,2,225.3571,-3.907143,1027.386,83.40714,2.471428,2.735714,238.7143,-1.4,1027.429,83.5857,2.336364,2.472728,297.6364,-1.2,1027.4,75.06363
1.835714,2.607142,277.2143,-0.9571428,1028.4,86.60715,1.526667,2.42,280.1333,-1.4,1026.72,79.00667,1.64,1.986666,226.6667,-3.58,1027.4,83.82,2.271429,2.621429,244.8571,-1.4,1027.493,83.47858,2.373333,2.546667,295.6667,-1.2,1027.427,75.16666
1.746667,2.42,269.8,-0.9533333,1028.4,86.88,1.335714,1.835714,245.3571,-1.457143,1026.7,78.90001,1.321429,1.628572,225.5,-3.185714,1027.4,83.71429,2.28,2.54,244.6667,-1.4,1027.5,83.40001,2.94,3.013333,293.4667,-1.2,1027.453,75.10666
1.614286,2.185714,277.2857,-0.9142856,1028.393,86.80714,0.8928571,1.335714,175.5,-1.5,1026.7,78.56428,1.064286,1.228572,231.7143,-3.107143,1027.4,83.27857,2.8,2.864286,242.8571,-1.4,1027.5,83.36428,2.754545,3,293.2727,-1.263636,1027.4,75.00909
2.414286,3.042857,294.4286,-0.8285714,1028.4,87.01428,0.6857143,1.15,197.2857,-1.557143,1026.707,78.68572,1.114286,1.235714,231.6429,-3.371429,1027.4,83.01428,2.442857,2.892857,237.7857,-1.3,1027.5,83.28571,2.606667,2.706667,289.7333,-1.3,1027.467,75.09999
2.546667,3.3,299.2667,-0.96,1028.493,87.16,1.133333,1.626667,254.9333,-1.593334,1026.8,78.87334,1.106667,1.313333,282.3333,-3.88,1027.5,81.7,2.385714,3.05,241.7857,-1.435714,1027.5,83.03571,2.32,2.613334,297.3333,-1.3,1027.5,75.18667
2.728572,3.192857,298.4286,-1.035714,1028.5,86.8,1.921428,2.607143,306.4286,-1.457143,1026.857,78.74286,0.4357143,0.65,281.1429,-4.400001,1027.5,82.54285,1.42,1.78,243.8667,-1.673333,1027.593,82.90667,1.513333,1.753333,304.5333,-1.3,1027.567,75.31333
2.8,3.464286,287.5714,-1.135714,1028.5,86.92143,1.385714,2.55,311.3571,-1.421428,1026.814,78.96429,0.25,0.3857143,215.6429,-4.450001,1027.5,83.17142,1.657143,1.8,249.9286,-1.835714,1027.6,83.44286,1.333333,1.38,309.9333,-1.3,1027.593,75.55999
2.164285,2.885714,290.3571,-1.142857,1028.479,87.20714,1.393333,2.68,280.6667,-1.5,1026.807,79.10666,0.52,0.58,225.4667,-4.286666,1027.5,83.11333,2.278572,2.578572,247.5714,-1.792857,1027.6,83.88573,1.82,1.846667,311.6,-1.3,1027.5,75.74667
2.433333,3.26,287.4,-1.1,1028.44,87.06001,0.8928571,1.628572,247.7857,-1.6,1026.8,79.2,1.642857,1.75,306.2857,-4.221429,1027.5,82.81428,2.04,2.413333,244.8667,-1.786667,1027.54,83.92667,2.24,2.473333,302.4667,-1.3,1027.5,75.76001
2.842857,3.4,286.5714,-1.142857,1028.429,87.01429,1.314286,2.021429,283.7857,-1.678572,1026.8,79.17143,1.8,1.871428,244.9286,-4.278572,1027.5,82.40714,1.307143,1.792857,237.6429,-1.8,1027.521,84.07858,1.926667,2.16,301.5333,-1.3,1027.5,75.68666
3.35,3.814286,297.7143,-1.157143,1028.5,86.97857,1.592857,2.364286,297.9286,-1.7,1026.836,78.95,1.628572,1.8,233.5714,-4.478571,1027.586,82.59999,1.028571,1.342857,247.5,-1.778571,1027.586,84.34286,1.546667,1.74,303.4,-1.366667,1027.527,75.59999
3,3.58,302.7333,-1.2,1028.5,87.14665,1.84,2.36,293.8,-1.7,1026.9,79.26667,1.4,1.613333,232.6667,-4.52,1027.653,82.88,1.407143,1.707143,264.0714,-1.65,1027.657,84.42857,1.866667,1.94,303.1333,-1.486667,1027.6,75.71334
3.178571,3.628572,298.2143,-1.2,1028.6,87.23572,1.828571,2.485714,301.8571,-1.6,1026.922,79.73572,1.278571,1.464286,243.6429,-4.7,1027.757,82.90715,1.86,2.193333,251.6,-1.56,1027.7,84.46667,1.946667,2.16,301.6667,-1.5,1027.647,75.91333
3.4,3.757143,292.7857,-1.2,1028.6,87.25714,1.814286,2.35,304.0714,-1.5,1026.993,80.01427,1.571429,1.671429,231.4286,-4.942857,1027.7,83.04285,1.885714,2.128572,244.5,-1.75,1027.707,84.06429,1.74,1.833333,302.1333,-1.493333,1027.7,76.09333
3.428571,3.75,293,-1.242857,1028.607,87.09998,1.06,1.953333,263,-1.553334,1027,80.12667,1.66,1.72,234.4667,-5.066666,1027.793,83.12666,2.342857,2.492857,245.1429,-1.785714,1027.736,84.38572,1.513333,1.673333,298.3333,-1.4,1027.707,76.35335
3.32,3.906667,290.8,-1.3,1028.633,87.02666,0.95,1.335714,255.3571,-1.764285,1027,80.11427,1.5,1.657143,240.7857,-5.107142,1027.8,83.17143,2.186667,2.553334,243.7333,-1.726667,1027.793,84.45335,2.48,2.56,290.7333,-1.4,1027.734,76.29333
